"LineId","Month","Date","Time","Level","Component","PID","Content","EventId","EventTemplate"
"7030","Jun","16","23:18:45","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16325]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7031","Jun","16","23:18:45","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16326]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7032","Jun","16","23:18:45","ns1","ftpd","16344","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7033","Jun","16","23:18:46","ns1","ftpd","16345","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7034","Jun","16","23:18:46","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16327]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7035","Jun","16","23:18:46","ns1","ftp(pam_unix)","16329","check pass; user unknown","E291","check pass; user unknown"
"7036","Jun","16","23:18:46","ns1","ftp(pam_unix)","16329","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16329 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7037","Jun","16","23:18:47","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16327]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7038","Jun","16","23:18:47","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16328]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7039","Jun","16","23:18:47","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16328]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7040","Jun","16","23:18:48","ns1","ftp(pam_unix)","16330","check pass; user unknown","E291","check pass; user unknown"
"7041","Jun","16","23:18:48","ns1","ftp(pam_unix)","16330","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16330 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7042","Jun","16","23:18:48","ns1","ftp(pam_unix)","16331","check pass; user unknown","E291","check pass; user unknown"
"7043","Jun","16","23:18:48","ns1","ftp(pam_unix)","16331","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16331 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7044","Jun","16","23:18:49","ns1","ftp(pam_unix)","16332","check pass; user unknown","E291","check pass; user unknown"
"7045","Jun","16","23:18:49","ns1","ftp(pam_unix)","16332","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16332 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7046","Jun","16","23:18:49","ns1","ftp(pam_unix)","16333","check pass; user unknown","E291","check pass; user unknown"
"7047","Jun","16","23:18:49","ns1","ftp(pam_unix)","16333","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16333 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7048","Jun","16","23:18:49","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16329]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7049","Jun","16","23:18:49","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16329]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7050","Jun","16","23:18:50","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16330]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7051","Jun","16","23:18:50","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16330]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7052","Jun","16","23:18:50","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16331]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7053","Jun","16","23:18:50","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16331]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7054","Jun","16","23:18:51","ns1","ftp(pam_unix)","16336","check pass; user unknown","E291","check pass; user unknown"
"7055","Jun","16","23:18:51","ns1","ftp(pam_unix)","16336","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16336 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7056","Jun","16","23:18:51","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16332]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7057","Jun","16","23:18:51","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16333]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7058","Jun","16","23:18:51","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16332]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7059","Jun","16","23:18:51","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16333]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7060","Jun","16","23:18:53","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16336]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7061","Jun","16","23:18:53","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16336]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7062","Jun","16","23:18:54","ns1","ftpd","16348","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7063","Jun","16","23:19:00","ns1","ftpd","16353","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7064","Jun","16","23:19:10","ns1","ftpd","16366","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7065","Jun","16","23:19:12","ns1","ftpd","16354","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7066","Jun","16","23:19:12","ns1","ftpd","16355","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7067","Jun","16","23:19:13","ns1","ftpd","16358","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7068","Jun","16","23:19:13","ns1","ftpd","16359","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7069","Jun","16","23:19:13","ns1","ftpd","16360","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7070","Jun","16","23:19:13","ns1","ftpd","16361","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7071","Jun","16","23:19:14","ns1","ftp(pam_unix)","16341","check pass; user unknown","E291","check pass; user unknown"
"7072","Jun","16","23:19:14","ns1","ftp(pam_unix)","16341","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16341 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7073","Jun","16","23:19:15","ns1","ftp(pam_unix)","16342","check pass; user unknown","E291","check pass; user unknown"
"7074","Jun","16","23:19:15","ns1","ftp(pam_unix)","16342","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16342 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7075","Jun","16","23:19:15","ns1","ftpd","16362","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7076","Jun","16","23:19:15","ns1","ftpd","16363","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7077","Jun","16","23:19:16","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16341]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7078","Jun","16","23:19:16","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16341]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7079","Jun","16","23:19:17","ns1","ftpd","16364","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7080","Jun","16","23:19:17","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16342]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7081","Jun","16","23:19:17","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16342]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7082","Jun","16","23:19:17","ns1","ftpd","16365","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7083","Jun","16","23:19:18","ns1","ftp(pam_unix)","16343","check pass; user unknown","E291","check pass; user unknown"
"7084","Jun","16","23:19:18","ns1","ftp(pam_unix)","16343","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16343 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7085","Jun","16","23:19:18","ns1","ftp(pam_unix)","16344","check pass; user unknown","E291","check pass; user unknown"
"7086","Jun","16","23:19:18","ns1","ftp(pam_unix)","16344","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16344 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7087","Jun","16","23:19:18","ns1","ftp(pam_unix)","16345","check pass; user unknown","E291","check pass; user unknown"
"7088","Jun","16","23:19:18","ns1","ftp(pam_unix)","16345","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16345 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7089","Jun","16","23:19:20","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16343]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7090","Jun","16","23:19:20","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16343]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7091","Jun","16","23:19:20","ns1","ftpd","16367","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7092","Jun","16","23:19:20","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16344]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7093","Jun","16","23:19:20","ns1","ftpd","16368","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7094","Jun","16","23:19:20","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16344]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7095","Jun","16","23:19:21","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16345]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7096","Jun","16","23:19:21","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16345]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7097","Jun","16","23:19:21","ns1","ftpd","16369","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7098","Jun","16","23:19:21","ns1","ftpd","16370","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7099","Jun","16","23:19:23","ns1","ftpd","16371","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7100","Jun","16","23:19:25","ns1","ftp(pam_unix)","16353","check pass; user unknown","E291","check pass; user unknown"
"7101","Jun","16","23:19:25","ns1","ftp(pam_unix)","16353","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16353 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7102","Jun","16","23:19:26","ns1","ftp(pam_unix)","16348","check pass; user unknown","E291","check pass; user unknown"
"7103","Jun","16","23:19:26","ns1","ftp(pam_unix)","16348","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16348 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7104","Jun","16","23:19:27","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16353]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7105","Jun","16","23:19:27","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16353]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7106","Jun","16","23:19:29","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16348]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7107","Jun","16","23:19:29","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16348]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7108","Jun","16","23:19:43","ns1","ftp(pam_unix)","16366","check pass; user unknown","E291","check pass; user unknown"
"7109","Jun","16","23:19:43","ns1","ftp(pam_unix)","16366","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16366 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7110","Jun","16","23:19:44","ns1","ftp(pam_unix)","16354","check pass; user unknown","E291","check pass; user unknown"
"7111","Jun","16","23:19:44","ns1","ftp(pam_unix)","16354","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16354 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7112","Jun","16","23:19:45","ns1","ftp(pam_unix)","16355","check pass; user unknown","E291","check pass; user unknown"
"7113","Jun","16","23:19:45","ns1","ftp(pam_unix)","16355","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16355 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7114","Jun","16","23:19:45","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16366]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7115","Jun","16","23:19:45","ns1","ftp(pam_unix)","16358","check pass; user unknown","E291","check pass; user unknown"
"7116","Jun","16","23:19:45","ns1","ftp(pam_unix)","16358","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16358 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7117","Jun","16","23:19:45","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16366]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7118","Jun","16","23:19:46","ns1","ftp(pam_unix)","16359","check pass; user unknown","E291","check pass; user unknown"
"7119","Jun","16","23:19:46","ns1","ftp(pam_unix)","16359","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16359 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7120","Jun","16","23:19:46","ns1","ftp(pam_unix)","16360","check pass; user unknown","E291","check pass; user unknown"
"7121","Jun","16","23:19:46","ns1","ftp(pam_unix)","16360","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16360 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7122","Jun","16","23:19:46","ns1","ftp(pam_unix)","16361","check pass; user unknown","E291","check pass; user unknown"
"7123","Jun","16","23:19:46","ns1","ftp(pam_unix)","16361","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16361 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7124","Jun","16","23:19:46","ns1","ftpd","16374","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7125","Jun","16","23:19:47","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16354]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7126","Jun","16","23:19:47","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16354]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7127","Jun","16","23:19:47","ns1","ftpd","16375","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7128","Jun","16","23:19:47","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16355]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7129","Jun","16","23:19:47","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16355]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7130","Jun","16","23:19:48","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16358]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7131","Jun","16","23:19:48","ns1","ftp(pam_unix)","16362","check pass; user unknown","E291","check pass; user unknown"
"7132","Jun","16","23:19:48","ns1","ftp(pam_unix)","16362","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16362 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7133","Jun","16","23:19:48","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16359]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7134","Jun","16","23:19:48","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16358]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7135","Jun","16","23:19:48","ns1","ftp(pam_unix)","16363","check pass; user unknown","E291","check pass; user unknown"
"7136","Jun","16","23:19:48","ns1","ftp(pam_unix)","16363","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16363 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7137","Jun","16","23:19:48","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16359]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7138","Jun","16","23:19:48","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16360]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7139","Jun","16","23:19:48","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16361]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7140","Jun","16","23:19:48","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16360]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7141","Jun","16","23:19:48","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16361]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7142","Jun","16","23:19:49","ns1","ftp(pam_unix)","16364","check pass; user unknown","E291","check pass; user unknown"
"7143","Jun","16","23:19:49","ns1","ftp(pam_unix)","16364","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16364 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7144","Jun","16","23:19:50","ns1","ftp(pam_unix)","16365","check pass; user unknown","E291","check pass; user unknown"
"7145","Jun","16","23:19:50","ns1","ftp(pam_unix)","16365","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16365 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7146","Jun","16","23:19:50","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16362]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7147","Jun","16","23:19:50","ns1","ftpd","16376","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7148","Jun","16","23:19:50","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16362]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7149","Jun","16","23:19:50","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16363]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7150","Jun","16","23:19:51","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16363]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7151","Jun","16","23:19:51","ns1","ftpd","16377","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7152","Jun","16","23:19:51","ns1","ftpd","16378","wu-ftpd - TLS settings: control allow, client_cert allow, data allow","E21","wu-ftpd - TLS settings: control allow, client_cert allow, data allow"
"7153","Jun","16","23:19:52","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16364]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7154","Jun","16","23:19:52","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16364]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7155","Jun","16","23:19:52","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16365]: failed login from ACB8E9F2.ipt.aol.com [172.184.233.242]","E123","ACB8E9F2.ipt.aol.com: connected: <*> failed login from ACB8E9F2.ipt.aol.com <*>"
"7156","Jun","16","23:19:52","ns1","ftpd","","ACB8E9F2.ipt.aol.com: connected: IDLE[16365]: FTP session closed","E243","ACB8E9F2.ipt.aol.com: connected: <*> FTP session closed"
"7157","Jun","16","23:19:53","ns1","ftp(pam_unix)","16367","check pass; user unknown","E291","check pass; user unknown"
"7158","Jun","16","23:19:53","ns1","ftp(pam_unix)","16367","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16367 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7159","Jun","16","23:19:53","ns1","ftp(pam_unix)","16368","check pass; user unknown","E291","check pass; user unknown"
"7160","Jun","16","23:19:53","ns1","ftp(pam_unix)","16368","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16368 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7161","Jun","16","23:19:54","ns1","ftp(pam_unix)","16369","check pass; user unknown","E291","check pass; user unknown"
"7162","Jun","16","23:19:54","ns1","ftp(pam_unix)","16369","authentication failure; logname= uid=0 euid=0 tty=/dev/ftpd16369 ruser= rhost=ACB8E9F2.ipt.aol.com","E327","authentication failure; logname= uid= <*> euid= <*> tty= <*> <*> rhost= <*>"
"7163","Jun","16","23:19:54","ns1","ftp(pam_unix)","16370","check pass; user unknown","E291","check pass; user unknown"
