LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
149,Jan,23,10:06:36,combo,ftpd,29105.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
150,Jan,23,10:06:36,combo,ftpd,29103.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
151,Jan,23,10:06:36,combo,ftpd,29100.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
152,Jan,23,10:06:36,combo,ftpd,29102.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
153,Jan,23,10:06:36,combo,ftpd,29090.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
154,Jan,23,10:06:36,combo,ftpd,29091.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
155,Jan,23,10:06:36,combo,ftpd,29092.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
156,Jan,23,10:06:36,combo,ftpd,29093.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
157,Jan,23,10:06:36,combo,ftpd,29094.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
158,Jan,23,10:06:36,combo,ftpd,29101.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
159,Jan,23,10:06:36,combo,ftpd,29096.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
160,Jan,23,10:06:36,combo,ftpd,29095.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
161,Jan,23,10:06:36,combo,ftpd,29097.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
162,Jan,23,10:06:36,combo,ftpd,29107.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
163,Jan,23,10:06:36,combo,ftpd,29098.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
164,Jan,23,10:06:36,combo,ftpd,29108.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
165,Jan,23,10:06:36,combo,ftpd,29109.0,connection from 200.113.123.186 (113-123-186.ded.tie.cl) at Mon Jan 23 10:06:36 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
240,Jan,24,04:09:16,combo,su(pam_unix),31091.0,session opened for user cyrus by (uid=0),E64,session opened for user <*> by (uid= <*>
241,Jan,24,04:09:17,combo,su(pam_unix),31091.0,session closed for user cyrus,E11,session closed for user <*>
243,Jan,24,04:15:16,combo,su(pam_unix),31469.0,session opened for user news by (uid=0),E64,session opened for user <*> by (uid= <*>
244,Jan,24,04:15:16,combo,su(pam_unix),31469.0,session closed for user news,E11,session closed for user <*>
245,Jan,24,05:46:41,combo,sshd(pam_unix),31630.0,check pass; user unknown,E87,check pass; user unknown
247,Jan,24,05:46:42,combo,sshd(pam_unix),31632.0,check pass; user unknown,E87,check pass; user unknown
249,Jan,24,05:46:44,combo,sshd(pam_unix),31634.0,check pass; user unknown,E87,check pass; user unknown
251,Jan,24,05:46:49,combo,sshd(pam_unix),31636.0,check pass; user unknown,E87,check pass; user unknown
253,Jan,24,05:46:52,combo,sshd(pam_unix),31638.0,check pass; user unknown,E87,check pass; user unknown
255,Jan,24,05:46:54,combo,sshd(pam_unix),31640.0,check pass; user unknown,E87,check pass; user unknown
257,Jan,24,05:46:57,combo,sshd(pam_unix),31642.0,check pass; user unknown,E87,check pass; user unknown
281,Jan,25,01:48:27,combo,ftpd,943.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
282,Jan,25,01:48:27,combo,ftpd,944.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
283,Jan,25,01:48:27,combo,ftpd,938.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
284,Jan,25,01:48:27,combo,ftpd,932.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
285,Jan,25,01:48:27,combo,ftpd,941.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
286,Jan,25,01:48:27,combo,ftpd,939.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
287,Jan,25,01:48:27,combo,ftpd,940.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
288,Jan,25,01:48:27,combo,ftpd,942.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
289,Jan,25,01:48:27,combo,ftpd,945.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
290,Jan,25,01:48:27,combo,ftpd,928.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
291,Jan,25,01:48:27,combo,ftpd,931.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
292,Jan,25,01:48:27,combo,ftpd,930.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
293,Jan,25,01:48:27,combo,ftpd,926.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
294,Jan,25,01:48:27,combo,ftpd,935.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
295,Jan,25,01:48:27,combo,ftpd,927.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
296,Jan,25,01:48:27,combo,ftpd,936.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
297,Jan,25,01:48:27,combo,ftpd,934.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
298,Jan,25,01:48:27,combo,ftpd,929.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
299,Jan,25,01:48:27,combo,ftpd,925.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
300,Jan,25,01:48:27,combo,ftpd,937.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
301,Jan,25,01:48:27,combo,ftpd,933.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:27 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
302,Jan,25,01:48:31,combo,ftpd,946.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:31 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
303,Jan,25,01:48:31,combo,ftpd,947.0,connection from 216.19.205.44 (216-19-205-44.getnet.net) at Wed Jan 25 01:48:31 2006,E147,connection from <*> <*> at <*> <*> <*> <*> <*>
304,Jan,25,04:11:13,combo,su(pam_unix),1489.0,session opened for user cyrus by (uid=0),E64,session opened for user <*> by (uid= <*>
305,Jan,25,04:11:14,combo,su(pam_unix),1489.0,session closed for user cyrus,E11,session closed for user <*>
307,Jan,25,04:17:22,combo,su(pam_unix),2749.0,session opened for user news by (uid=0),E64,session opened for user <*> by (uid= <*>
308,Jan,25,04:17:23,combo,su(pam_unix),2749.0,session closed for user news,E11,session closed for user <*>
309,Jan,26,04:04:29,combo,su(pam_unix),5074.0,session opened for user cyrus by (uid=0),E64,session opened for user <*> by (uid= <*>
310,Jan,26,04:04:29,combo,su(pam_unix),5074.0,session closed for user cyrus,E11,session closed for user <*>
312,Jan,26,04:12:13,combo,su(pam_unix),9726.0,session opened for user news by (uid=0),E64,session opened for user <*> by (uid= <*>
313,Jan,26,04:12:14,combo,su(pam_unix),9726.0,session closed for user news,E11,session closed for user <*>
314,Jan,26,11:46:22,combo,sshd(pam_unix),10375.0,session opened for user root by (uid=0),E64,session opened for user <*> by (uid= <*>
315,Jan,26,11:53:05,combo,sendmail,,sendmail shutdown failed,E162,sendmail <*> failed
316,Jan,26,11:53:06,combo,sendmail,,sm-client shutdown failed,E167,sm-client shutdown failed
318,Jan,26,12:19:56,combo,shutdown,,shutting down for system reboot,E12,shutting down for system reboot
319,Jan,26,12:19:56,combo,init,,Switching to runlevel: 6,E89,Switching <*> runlevel: <*>
320,Jan,26,12:19:57,combo,udev,10610.0,removing device node '/udev/vcsa4',E93,removing device node <*>
321,Jan,26,12:19:57,combo,udev,10606.0,removing device node '/udev/vcsa2',E93,removing device node <*>
322,Jan,26,12:19:57,combo,udev,10608.0,removing device node '/udev/vcsa3',E93,removing device node <*>
323,Jan,26,12:19:57,combo,udev,10613.0,removing device node '/udev/vcs6',E93,removing device node <*>
324,Jan,26,12:19:57,combo,udev,10612.0,removing device node '/udev/vcsa5',E93,removing device node <*>
325,Jan,26,12:19:57,combo,udev,10614.0,removing device node '/udev/vcsa6',E93,removing device node <*>
326,Jan,26,12:19:57,combo,udev,10605.0,removing device node '/udev/vcs2',E93,removing device node <*>
327,Jan,26,12:19:57,combo,udev,10611.0,removing device node '/udev/vcs5',E93,removing device node <*>
328,Jan,26,12:19:57,combo,udev,10607.0,removing device node '/udev/vcs3',E93,removing device node <*>
329,Jan,26,12:19:57,combo,udev,10609.0,removing device node '/udev/vcs4',E93,removing device node <*>
330,Jan,26,12:20:00,combo,sshd(pam_unix),10375.0,session closed for user root,E11,session closed for user <*>
331,Jan,26,12:20:01,combo,udev,10668.0,creating device node '/udev/vcs4',E94,creating device node <*>
332,Jan,26,12:20:01,combo,udev,10704.0,removing device node '/udev/vcs4',E93,removing device node <*>
333,Jan,26,12:20:01,combo,udev,10709.0,creating device node '/udev/vcs4',E94,creating device node <*>
334,Jan,26,12:20:02,combo,udev,10749.0,removing device node '/udev/vcs4',E93,removing device node <*>
335,Jan,26,12:20:02,combo,udev,10771.0,removing device node '/udev/vcsa7',E93,removing device node <*>
336,Jan,26,12:20:02,combo,udev,10768.0,removing device node '/udev/vcs7',E93,removing device node <*>
337,Jan,26,12:20:03,combo,messagebus,,messagebus -TERM succeeded,E170,messagebus -TERM succeeded
338,Jan,26,12:20:05,combo,atd,,atd shutdown succeeded,E171,atd shutdown succeeded
339,Jan,26,12:20:06,combo,privoxy,,privoxy shutdown succeeded,E172,privoxy shutdown succeeded
340,Jan,26,12:20:06,combo,cups,,cupsd shutdown succeeded,E201,cupsd shutdown succeeded
341,Jan,26,12:20:06,combo,xfs,2168.0,terminating,E1,terminating
342,Jan,26,12:20:07,combo,xfs,,xfs shutdown succeeded,E173,xfs shutdown succeeded
343,Jan,26,12:20:08,combo,FreeWnn,,jserver shutdown succeeded,E203,jserver shutdown succeeded
344,Jan,26,12:20:08,combo,cannaserver,2106.0,irw_killserver:cannaserver end,E207,irw_killserver: cannaserver end
345,Jan,26,12:20:08,combo,canna,,Stopping Canna server: succeeded,E90,Stopping <*> server: succeeded
346,Jan,26,12:20:09,combo,mysqld,,Stopping MySQL:  failed,E163,Stopping <*> failed
347,Jan,26,12:20:09,combo,gpm,,gpm shutdown succeeded,E174,gpm shutdown succeeded
348,Jan,26,12:20:11,combo,udev,10872.0,removing device node '/udev/vcsa4',E93,removing device node <*>
349,Jan,26,12:20:12,combo,udev,10878.0,removing device node '/udev/vcs4',E93,removing device node <*>
350,Jan,26,12:20:14,combo,httpd,,httpd shutdown succeeded,E175,httpd shutdown succeeded
351,Jan,26,12:20:15,combo,squid,,Stopping squid:,E164,Stopping <*> 
352,Jan,26,12:20:16,combo,squid,2282.0,Squid Parent: child process 2284 exited with status 0,E302,Squid Parent: child process <*> exited with status <*>
353,Jan,26,12:20:17,combo,squid,,.,E2,.
354,Jan,26,12:20:17,combo,rc,,Stopping squid:  succeeded,E165,Stopping <*> succeeded
355,Jan,26,12:20:17,combo,sshd,,sshd -TERM succeeded,E204,sshd -TERM succeeded
356,Jan,26,12:20:17,combo,sendmail,,sendmail shutdown failed,E162,sendmail <*> failed
357,Jan,26,12:20:21,combo,udev,10926.0,removing device node '/udev/vcsa4',E93,removing device node <*>
358,Jan,26,12:20:22,combo,spamassassin,,spamd shutdown succeeded,E176,spamd shutdown succeeded
359,Jan,26,12:20:22,combo,smartd,1760.0,smartd received signal 15: Terminated,E13,smartd received signal <*> Terminated
360,Jan,26,12:20:22,combo,smartd,1760.0,smartd is exiting (exit status 0),E267,smartd is exiting (exit status <*>
361,Jan,26,12:20:22,combo,smartd,,smartd shutdown succeeded,E208,smartd shutdown succeeded
362,Jan,26,12:20:22,combo,named,,named shutdown failed,E177,named shutdown failed
363,Jan,26,12:20:23,combo,snmpd,2310.0,Received TERM or STOP signal...  shutting down...,E335,Received TERM or STOP signal... shutting down...
364,Jan,26,12:20:27,combo,snmpd,,snmpd shutdown succeeded,E178,snmpd shutdown succeeded
365,Jan,26,12:20:27,combo,xinetd,2006.0,Exiting...,E3,Exiting...
366,Jan,26,12:20:28,combo,xinetd,,xinetd shutdown succeeded,E210,xinetd shutdown succeeded
367,Jan,26,12:20:28,combo,crond,,crond shutdown succeeded,E179,crond shutdown succeeded
368,Jan,26,12:20:28,combo,apmd,1720.0,Exiting,E4,Exiting
369,Jan,26,12:20:29,combo,apmd,,apmd shutdown succeeded,E180,apmd shutdown succeeded
370,Jan,26,12:20:30,combo,ntpd,2319.0,ntpd exiting on signal 15,E15,ntpd exiting on signal <*>
371,Jan,26,12:20:30,combo,ntpd,,ntpd shutdown succeeded,E212,ntpd shutdown succeeded
372,Jan,26,12:20:30,combo,dd,,1+0 records in,E214,<*> records <*>
373,Jan,26,12:20:30,combo,dd,,1+0 records out,E214,<*> records <*>
374,Jan,26,12:20:30,combo,random,,Saving random seed:  succeeded,E91,Saving <*> seed: succeeded
375,Jan,26,12:20:30,combo,rpc.statd,1608.0,"Caught signal 15, un-registering and exiting.",E268,Caught signal <*> un-registering and exiting.
376,Jan,26,12:20:30,combo,nfslock,,rpc.statd shutdown succeeded,E181,rpc.statd shutdown succeeded
377,Jan,26,12:20:31,combo,portmap,,portmap shutdown succeeded,E182,portmap shutdown succeeded
380,Jan,26,12:20:31,combo,udev,11080.0,removing device node '/udev/vcsa4',E93,removing device node <*>
381,Jan,26,12:20:32,combo,syslog,,klogd shutdown succeeded,E229,klogd shutdown succeeded
382,Jan,26,12:22:06,combo,syslogd 1.4.1,,restart.,E0,restart.
383,Jan,26,12:22:06,combo,syslog,,syslogd startup succeeded,E231,syslogd startup succeeded
396,Jan,26,12:22:06,combo,syslog,,klogd startup succeeded,E230,klogd startup succeeded
406,Jan,26,12:22:06,combo,irqbalance,,irqbalance startup succeeded,E237,irqbalance startup succeeded
409,Jan,26,12:22:07,combo,portmap,,portmap startup succeeded,E183,portmap startup succeeded
422,Jan,26,12:22:07,combo,rpc.statd,1615.0,Version 1.0.6 Starting,E218,Version <*> <*>
424,Jan,26,12:22:07,combo,nfslock,,rpc.statd startup succeeded,E184,rpc.statd startup succeeded
439,Jan,26,12:22:08,combo,rpcidmapd,,rpc.idmapd startup succeeded,E238,rpc.idmapd startup succeeded
453,Jan,26,12:22:03,combo,network,,Setting network parameters:  succeeded,E119,Setting network parameters: succeeded
454,Jan,26,12:22:08,combo,random,,Initializing random number generator:  succeeded,E22,<*> random <*> generator: <*>
456,Jan,26,12:22:03,combo,network,,Bringing up loopback interface:  succeeded,E23,<*> up <*> interface: <*>
464,Jan,26,12:22:08,combo,rc,,Starting pcmcia:  succeeded,E245,Starting <*> succeeded
474,Jan,26,12:22:08,combo,hcid,1687.0,HCI daemon ver 2.4 started,E39,<*> daemon <*> <*> started
475,Jan,26,12:22:08,combo,bluetooth,,hcid startup succeeded,E239,hcid startup succeeded
477,Jan,26,12:22:09,combo,bluetooth,,sdpd startup succeeded,E246,sdpd startup succeeded
478,Jan,26,12:22:09,combo,sdpd,1693.0,sdpd v1.5 started,E222,sdpd <*> <*>
487,Jan,26,12:22:09,combo,netfs,,Mounting other filesystems:  succeeded,E102,Mounting <*> filesystems: succeeded
495,Jan,26,12:22:09,combo,apmd,1727.0,"Version 3.0.2 (APM BIOS 1.2, Linux driver 1.16ac)",E73,Version <*> (APM BIOS <*> Linux driver <*>
496,Jan,26,12:22:09,combo,apmd,,apmd startup succeeded,E185,apmd startup succeeded
506,Jan,26,12:22:10,combo,autofs,,automount startup succeeded,E240,automount startup succeeded
508,Jan,26,12:22:10,combo,smartd,1765.0,smartd version 5.21 Copyright (C) 2002-3 Bruce Allen,E69,smartd <*> <*> Copyright <*> <*> Bruce Allen
510,Jan,26,12:22:10,combo,smartd,1765.0,Home page is http://smartmontools.sourceforge.net/,E42,<*> page <*> http: //smartmontools.sourceforge.net/
512,Jan,26,12:22:10,combo,smartd,1765.0,Opened configuration file /etc/smartd.conf,E105,Opened <*> file /etc/smartd.conf
514,Jan,26,12:22:10,combo,smartd,1765.0,Configuration file /etc/smartd.conf parsed.,E112,Configuration file /etc/smartd.conf parsed.
516,Jan,26,12:22:10,combo,smartd,1765.0,"Device: /dev/hda, opened",E247,"Device: /dev/hda, opened"
518,Jan,26,12:22:10,combo,smartd,1765.0,"Device: /dev/hda, found in smartd database.",E281,"Device: /dev/hda, found in smartd database."
520,Jan,26,12:22:10,combo,smartd,1765.0,"Device: /dev/hda, is SMART capable. Adding to ""monitor"" list.",E308,"Device: <*> <*> <*> capable. Adding to ""monitor"" list."
522,Jan,26,12:22:10,combo,smartd,1765.0,Monitoring 1 ATA and 0 SCSI devices,E358,Monitoring <*> ATA and <*> SCSI devices
524,Jan,26,12:22:10,combo,apmd,1727.0,Charge: * * * (-1% unknown),E282,Charge: * * * (-1% unknown)
525,Jan,26,12:22:10,combo,smartd,1767.0,smartd has fork()ed into background mode. New PID=1767.,E309,smartd <*> <*> <*> background mode. New PID= <*>
526,Jan,26,12:22:10,combo,smartd,,smartd startup succeeded,E209,smartd startup succeeded
593,Jan,26,12:22:13,combo,rc,,Starting hpoj:  succeeded,E245,Starting <*> succeeded
707,Jan,26,12:22:27,combo,cups,,cupsd startup succeeded,E202,cupsd startup succeeded
711,Jan,26,12:22:28,combo,sshd,,succeeded,E5,succeeded
719,Jan,26,12:22:28,combo,xinetd,,xinetd startup succeeded,E211,xinetd startup succeeded
729,Jan,26,12:22:30,combo,sendmail,,sendmail startup succeeded,E166,sendmail <*> succeeded
735,Jan,26,12:22:30,combo,sendmail,,sm-client startup succeeded,E168,sm-client startup succeeded
740,Jan,26,12:22:32,combo,udev,2053.0,creating device node '/udev/lp0',E94,creating device node <*>
754,Jan,26,12:22:40,combo,xinetd,2013.0,No such internal service: services/stream - DISABLING,E362,No such internal service: services/stream - DISABLING
767,Jan,26,12:22:41,combo,xinetd,2013.0,xinetd Version 2.3.13 started with libwrap loadavg options compiled in.,E159,xinetd Version <*> started with libwrap loadavg options compiled in.
769,Jan,26,12:22:42,combo,xinetd,2013.0,Started working: 30 available services,E35,Started working: <*> available services
771,Jan,26,12:22:42,combo,spamassassin,,spamd startup succeeded,E186,spamd startup succeeded
774,Jan,26,12:22:42,combo,privoxy,,Jan 26 12:22:42 Privoxy(-150327168) Info: loading configuration file '/etc/privoxy/config':,E150,<*> <*> <*> <*> Info: loading configuration file '/etc/privoxy/config': 
816,Jan,26,12:22:43,combo,privoxy,,privoxy startup succeeded,E187,privoxy startup succeeded
828,Jan,26,12:22:44,combo,gpm,2080.0,*** info [startup.c(95)]:,E127,*** info <*> 
830,Jan,26,12:22:44,combo,gpm,2080.0,Started gpm successfully. Entered daemon mode.,E279,<*> gpm successfully. <*> daemon mode.
847,Jan,26,12:22:44,combo,gpm,2080.0,*** info [mice.c(1766)]:,E127,*** info <*> 
849,Jan,26,12:22:44,combo,gpm,2080.0,imps2: Auto-detected intellimouse PS/2,E128,imps2: Auto-detected intellimouse PS/2
866,Jan,26,12:22:44,combo,gpm,,gpm startup succeeded,E188,gpm startup succeeded
869,Jan,26,12:22:44,combo,PAM-rootok,2089.0,"pam_check_access failed, user does not have proper access: system_u:system_r:kernel_t",E398,"pam_check_access failed, user does not have proper access: system_u: system_r: kernel_t"
870,Jan,26,12:22:45,combo,su(pam_unix),2089.0,session opened for user htt by (uid=0),E64,session opened for user <*> by (uid= <*>
883,Jan,26,12:22:45,combo,su(pam_unix),2089.0,session closed for user htt,E11,session closed for user <*>
885,Jan,26,12:22:45,combo,IIim,,htt startup succeeded,E241,htt startup succeeded
887,Jan,26,12:22:47,combo,htt_server,2092.0,started.,E6,started.
888,Jan,26,12:22:48,combo,canna,,succeeded,E5,succeeded
889,Jan,26,12:22:48,combo,crond,,crond startup succeeded,E189,crond startup succeeded
890,Jan,26,12:22:50,combo,xfs,,xfs startup succeeded,E190,xfs startup succeeded
891,Jan,26,12:22:50,combo,anacron,,anacron startup succeeded,E242,anacron startup succeeded
892,Jan,26,12:22:51,combo,atd,,atd startup succeeded,E191,atd startup succeeded
893,Jan,26,12:22:51,combo,readahead,,Starting background readahead:,E114,<*> background <*> 
894,Jan,26,12:22:51,combo,rc,,Starting readahead:  succeeded,E245,Starting <*> succeeded
